_id,Descrip,Energy_kcal,Protein_g,Saturated_fats_g,Fat_g,Carb_g,Fiber_g,Sugar_g,Calcium_mg,Iron_mg,Magnesium_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Copper_mcg,Manganese_mg,Selenium_mcg,VitC_mg,Thiamin_mg,Riboflavin_mg,Niacin_mg,VitB6_mg,Folate_mcg,VitB12_mcg,VitA_mcg,VitE_mg,VitD2_mcg,dataset
5fdc7bd7782aee73d65a81b2,"CREAM,FLUID,HALF AND HALF",123,3,7,10,4,0,4,107,0,10,95,132,61,0,0,0,3,0,0,0,0,0,3,0,97,0,0,usda
5fdc7bd7782aee73d65a81b4,"CREAM,FLUID,LT WHIPPING",292,2,19,30,2,0,2,69,0,7,61,97,34,0,0,0,0,0,0,0,0,0,4,0,279,0,0,usda
5fdc7bd7782aee73d65a81b5,"CREAM,FLUID,HVY WHIPPING",340,2,23,36,2,0,2,66,0,7,58,95,27,0,0,0,3,0,0,0,0,0,4,0,411,0,1,usda
5fdc7bd7782aee73d65a81b7,"CREAM,SOUR,RED FAT,CULTURED",135,2,7,12,4,0,0,104,0,10,95,129,89,0,0,0,2,0,0,0,0,0,11,0,102,0,0,usda
5fdc7bd7782aee73d65a81b8,"CREAM,SOUR,CULTURED",198,2,10,19,4,0,3,101,0,10,76,125,31,0,0,0,3,0,0,0,0,0,6,0,124,0,0,usda
5fdc7bd7782aee73d65a81b9,EGGNOG,88,4,2,4,8,0,8,130,0,19,109,165,54,0,0,0,4,1,0,0,0,0,1,0,59,0,1,usda
5fdc7bd7782aee73d65a81c0,"CREAM SUBSTITUTE,POWDERED",529,2,19,32,59,0,7,2,0,1,288,669,124,0,0,0,0,0,0,0,0,0,0,0,0,1,0,usda
5fdc7bd7782aee73d65a81c1,"DESSERT TOPPING,POWDERED",577,4,36,39,52,0,52,17,0,7,74,166,122,0,0,0,0,0,0,0,0,0,0,0,0,1,0,usda
5fdc7bd7782aee73d65a81c4,"DESSERT TOPPING,SEMI SOLID,FRZ",318,1,21,25,23,0,23,6,0,2,8,18,25,0,0,0,2,0,0,0,0,0,0,0,7,0,0,usda
5fdc7bd7782aee73d65a81c5,"SOUR CRM,IMITN,CULTURED",208,2,17,19,6,0,6,3,0,6,45,161,102,1,0,0,2,0,0,0,0,0,0,0,0,0,0,usda
5fdc7bd7782aee73d65a81e6,"WHEY,ACID,FLUID",24,0,0,0,5,0,5,103,0,10,78,143,48,0,0,0,1,0,0,0,0,0,2,0,2,0,0,usda
5fdc7bd7782aee73d65a81e7,"WHEY,ACID,DRIED",339,11,0,0,73,0,73,2054,1,199,1349,2289,968,6,0,0,27,0,0,2,1,0,33,2,17,0,0,usda
5fdc7bd7782aee73d65a81e8,"WHEY,SWEET,FLUID",27,0,0,0,5,0,5,47,0,8,46,161,54,0,0,0,1,0,0,0,0,0,1,0,3,0,0,usda
5fdc7bd7782aee73d65a81e9,"WHEY,SWEET,DRIED",353,12,0,1,74,0,74,796,0,176,932,2080,1079,1,0,0,27,1,0,2,1,0,12,2,8,0,0,usda
5fdc7bd7782aee73d65a821c,"SOUR CREAM,REDUCED FAT",181,7,8,14,7,0,0,141,0,11,85,211,70,0,0,0,4,0,0,0,0,0,11,0,119,0,0,usda
5fdc7bd7782aee73d65a821d,"SOUR CREAM,LIGHT",136,3,6,10,7,0,0,141,0,10,71,212,83,0,0,0,3,0,0,0,0,0,11,0,90,0,0,usda
5fdc7bd7782aee73d65a821e,"SOUR CREAM,FAT FREE",74,3,0,0,15,0,0,125,0,10,95,129,141,0,0,0,5,0,0,0,0,0,11,0,73,0,0,usda
5fdc7bd7782aee73d65a821f,"USDA COMMODITY,CHS,CHEDDAR,RED FAT",282,27,11,18,2,0,0,905,0,35,583,93,725,4,0,0,15,0,0,0,0,0,20,1,150,0,0,usda
5fdc7bd7782aee73d65a8221,"PARMESAN CHS TOPPING,FAT FREE",370,40,3,5,40,0,1,800,5,40,700,600,1150,3,0,0,43,0,0,0,0,0,25,1,40,0,0,usda
5fdc7bd7782aee73d65a8224,KRAFT CHEEZ WHIZ PAST PROCESS CHS SAU,276,12,13,21,9,0,6,359,0,0,806,240,1638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,usda
5fdc7bd7782aee73d65a8225,KRAFT CHEEZ WHIZ LT PAST PROCESS CHS PRODUCT,215,16,6,9,16,0,8,418,0,0,943,297,1705,2,0,0,0,0,0,0,0,0,0,0,0,0,0,usda
5fdc7bd7782aee73d65a8226,KRAFT FREE SINGLES AMERICAN NONFAT PAST PROCESS CHS PRODUCT,148,22,0,1,11,0,6,712,0,0,923,236,1298,2,0,0,0,0,0,0,0,0,0,0,0,0,0,usda
5fdc7bd7782aee73d65a8227,KRAFT VELVEETA PAST PROCESS CHS SPRD,303,16,14,22,9,0,8,466,0,0,863,335,1499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,usda
5fdc7bd7782aee73d65a8228,KRAFT VELVEETA LT RED FAT PAST PROCESS CHS PRODUCT,222,19,7,10,11,0,8,574,0,0,1024,345,1586,2,0,0,0,0,0,0,0,0,0,0,0,0,0,usda
5fdc7bd7782aee73d65a8229,KRAFT BREAKSTONE'S RED FAT SOUR CRM,152,4,7,12,6,0,6,161,0,0,110,210,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,usda
5fdc7bd7782aee73d65a822a,KRAFT BREAKSTONE'S FREE FAT FREE SOUR CRM,91,4,0,1,15,0,7,141,0,0,116,219,72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,usda
5fdc7bd7782aee73d65a822b,"CREAM,HALF & HALF,FAT FREE",59,2,0,1,9,0,5,96,0,16,151,206,100,0,0,0,2,0,0,0,0,0,4,0,12,0,0,usda
5fdc7bd7782aee73d65a8230,"CREAM SUB,FLAV,LIQ",251,0,2,13,35,1,33,6,0,19,28,96,67,0,0,0,0,0,0,0,0,0,1,0,0,1,0,usda
5fdc7bd8782aee73d65a8242,DULCE DE LECHE,315,6,4,7,55,0,49,251,0,22,193,350,129,0,0,0,2,2,0,0,0,0,11,0,74,0,0,usda
5fdc7bd8782aee73d65a824c,ICE CRM SNDWCH,237,4,2,8,37,0,18,86,0,29,72,115,129,0,0,0,3,0,0,0,1,0,6,0,86,0,0,usda
5fdc7bd8782aee73d65a824f,"ICE CRM SNDWCH,MADE W/ LT ICE CRM,VANILLA",186,4,0,3,39,0,17,30,0,10,26,41,146,0,0,0,1,0,0,0,0,0,2,0,96,0,0,usda
5fdc7bd8782aee73d65a8253,"NUTRITIONAL SUPP FOR PEOPLE W/ DIABETES,LIQ",88,4,0,3,11,2,2,110,1,44,110,176,92,1,0,0,7,26,0,0,2,0,0,0,165,1,1,usda
5fdc7bd8782aee73d65a825e,"ICE CRM BAR,STK OR NUGGET,W/ CRUNCH COATING",358,2,17,25,37,1,21,63,0,11,57,71,84,0,0,0,4,0,0,0,0,0,3,0,35,2,0,usda
5fdc7bd8782aee73d65a826d,"KEFIR,LOWFAT,PLN,LIFEWAY",41,3,0,0,4,0,4,130,0,12,105,164,40,0,0,0,3,0,0,0,0,0,13,0,171,0,1,usda
5fdc7bd8782aee73d65a8277,ICE CRM SUNDAE CONE,254,3,2,14,28,1,21,60,0,20,128,204,115,0,0,0,2,0,0,0,1,0,5,0,117,0,0,usda
5fdc7bd8782aee73d65a8278,"LIGHT ICE CRM,CREAMSICLE",165,1,1,3,32,0,18,62,0,12,84,174,46,0,0,0,1,13,0,0,0,0,6,0,93,0,0,usda
5fdc7bd8782aee73d65a8279,"CREAM,HALF & HALF,LOWFAT",72,3,3,5,3,0,3,133,0,10,95,132,50,0,0,0,3,0,0,0,0,0,3,0,47,0,0,usda
5fdc7bd8782aee73d65a827c,"ALLSPICE,GROUND",263,6,2,8,72,21,0,661,7,135,113,1044,77,1,0,2,2,39,0,0,2,0,36,0,27,0,0,usda
5fdc7bd8782aee73d65a8283,"CHERVIL,DRIED",237,23,0,3,49,11,0,1346,31,130,450,4740,83,8,0,2,29,50,0,0,5,0,274,0,293,0,0,usda
5fdc7bd8782aee73d65a828b,DILL SEED,305,15,0,14,55,21,0,1516,16,256,277,1186,20,5,0,1,12,21,0,0,2,0,10,0,3,0,0,usda
5fdc7bd8782aee73d65a828c,"DILL WEED,DRIED",253,19,0,4,55,13,0,1784,48,451,543,3308,208,3,0,3,0,50,0,0,2,1,0,0,293,0,0,usda
5fdc7bd8782aee73d65a8292,"MARJORAM,DRIED",271,12,0,7,60,40,4,1990,82,346,306,1522,77,3,1,5,4,51,0,0,4,1,274,0,403,1,0,usda
5fdc7bd8782aee73d65a8296,"SPICES,OREGANO,DRIED",265,9,1,4,68,42,4,1597,36,270,148,1260,25,2,0,4,4,2,0,0,4,1,237,0,85,18,0,usda
5fdc7bd8782aee73d65a8297,PAPRIKA,282,14,2,12,53,34,10,229,21,178,314,2280,68,4,0,1,6,0,0,1,10,2,49,0,2463,29,0,usda
5fdc7bd8782aee73d65a829d,POULTRY SEASONING,307,9,3,7,65,11,1,996,35,224,171,684,27,3,0,6,7,12,0,0,2,1,138,0,132,1,0,usda
5fdc7bd8782aee73d65a829f,"ROSEMARY,DRIED",331,4,7,15,64,42,0,1280,29,220,70,955,50,3,0,1,4,61,0,0,1,1,307,0,156,0,0,usda
5fdc7bd8782aee73d65a82a1,"SAGE,GROUND",315,10,7,12,60,40,1,1652,28,428,91,1070,11,4,0,3,3,32,0,0,5,2,274,0,295,7,0,usda
5fdc7bd8782aee73d65a82a2,"SAVORY,GROUND",272,6,3,5,68,45,0,2132,37,377,140,1051,24,4,0,6,4,50,0,0,4,1,0,0,257,0,0,usda
5fdc7bd8782aee73d65a82a3,"SPICES,TARRAGON,DRIED",295,22,1,7,50,7,0,1139,32,347,313,3020,62,3,0,7,4,50,0,1,8,2,274,0,210,0,0,usda
5fdc7bd8782aee73d65a82a4,"SPICES,THYME,DRIED",276,9,2,7,63,37,1,1890,123,220,201,814,55,6,0,7,4,50,0,0,4,0,274,0,190,7,0,usda
5fdc7bd8782aee73d65a82a7,"DILL WEED,FRSH",43,3,0,1,7,2,0,208,6,55,66,738,61,0,0,1,0,85,0,0,1,0,150,0,386,0,0,usda
5fdc7bd8782aee73d65a82a9,"SALT,TABLE",0,0,0,0,0,0,0,24,0,1,0,8,38758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usda
5fdc7bd8782aee73d65a82ab,"THYME,FRSH",101,5,0,1,24,14,0,405,17,160,106,609,9,1,0,1,0,160,0,0,1,0,45,0,238,0,0,usda
5fdc7bd8782aee73d65a82ac,VANILLA EXTRACT,288,0,0,0,12,0,12,11,0,12,6,148,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usda
5fdc7bd8782aee73d65a82ad,"VANILLA EXTRACT,IMITN,ALCOHOL",237,0,0,0,2,0,0,0,0,5,22,98,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usda
5fdc7bd8782aee73d65a82ae,"VANILLA EXTRACT,IMITN,NO ALCOHOL",56,0,0,0,14,0,14,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usda
5fdc7bd8782aee73d65a82b0,"CAPERS,CANNED",23,2,0,0,4,3,0,40,1,33,10,40,2348,0,0,0,1,4,0,0,0,0,23,0,7,0,0,usda
5fdc7bd8782aee73d65a82b2,"ROSEMARY,FRESH",131,3,2,5,20,14,0,317,6,91,66,668,26,0,0,0,0,21,0,0,0,0,109,0,146,0,0,usda
5fdc7bd8782aee73d65a82b3,"PEPPERMINT,FRESH",70,3,0,0,14,8,0,243,5,80,73,569,31,1,0,1,0,31,0,0,1,0,114,0,212,0,0,usda
5fdc7bd8782aee73d65a82b4,"SPEARMINT,FRESH",44,3,0,0,8,6,0,199,11,63,60,458,30,1,0,1,0,13,0,0,0,0,105,0,203,0,0,usda
5fdc7bd8782aee73d65a82b5,"SPEARMINT,DRIED",285,19,1,6,52,29,0,1488,87,602,276,1924,344,2,1,11,0,0,0,1,6,2,530,0,529,0,0,usda
5fdc7bd8782aee73d65a82bc,CLIF Z BAR,409,5,2,9,74,8,30,444,2,82,244,333,375,1,0,1,14,39,0,0,0,0,4,0,0,0,0,usda
5fdc7bd8782aee73d65a82bd,"BABYFOOD,JUC TREATS,FRUIT MEDLEY,TODD",347,0,0,0,86,0,57,12,0,7,9,54,89,0,0,0,1,8,0,0,0,0,1,0,0,0,0,usda
5fdc7bd8782aee73d65a82be,"BABYFOOD,MEAT,BF,STR",81,12,1,2,2,0,0,5,0,11,93,187,41,2,0,0,2,2,0,0,2,0,8,1,0,0,0,usda
5fdc7bd8782aee73d65a82bf,"BABYFOOD,MEAT,BF,JR",81,12,1,2,2,0,0,5,0,11,93,187,41,2,0,0,2,2,0,0,2,0,8,1,0,0,0,usda
5fdc7bd8782aee73d65a82c0,"BABYFOOD,MEAT,VEAL,STR",81,13,1,2,1,0,0,6,0,11,98,170,39,2,0,0,3,0,0,0,2,0,5,1,0,0,0,usda
5fdc7bd8782aee73d65a82c4,"BABYFOOD,MEAT,LAMB,STR",87,14,1,3,0,0,0,7,1,13,104,193,43,2,0,0,2,1,0,0,2,0,0,1,0,0,0,usda
5fdc7bd8782aee73d65a82c5,"BABYFOOD,MEAT,LAMB,JUNIOR",112,15,2,5,0,0,0,7,1,10,91,211,42,2,0,0,7,1,0,0,3,0,2,2,8,0,0,usda
5fdc7bd8782aee73d65a82c6,"BABYFOOD,MEAT,CHICK,STR",130,13,2,7,0,0,0,64,1,13,97,141,49,1,0,0,11,1,0,0,3,0,3,0,6,0,0,usda
5fdc7bd8782aee73d65a82c7,"BABYFOOD,MEAT,CHICK,JR",146,14,2,9,0,0,0,55,0,11,90,122,49,1,0,0,10,1,0,0,3,0,11,0,11,0,0,usda
5fdc7bd8782aee73d65a82c8,"BABYFOOD,MEAT,CHICK STKS,JR",188,14,4,14,1,0,1,73,1,14,121,106,267,1,0,0,10,1,0,0,2,0,11,0,3,0,0,usda
5fdc7bd8782aee73d65a82cc,"BABYFOOD,SNACK,GERBER GRADUATE FRUIT STRIPS,REAL FRUIT BARS",330,0,0,2,76,2,68,18,1,9,23,312,14,0,0,0,1,179,0,0,0,0,1,0,12,0,0,usda
5fdc7bd8782aee73d65a82cd,"BABYFOOD,MEAT,MEAT STKS,JR",184,13,5,14,1,0,0,34,1,11,103,114,267,1,0,0,13,2,0,0,1,0,11,0,21,0,0,usda
5fdc7bd8782aee73d65a82cf,"BABYFOOD,FINGER SNACKS,GERBER,GRADUATES,PUFFS,APPL & CINN",389,6,0,2,85,3,17,535,24,60,448,196,13,17,0,1,6,1,1,2,28,1,10,0,1,10,0,usda
5fdc7bd8782aee73d65a82d0,"BABYFOOD,H2O,BTLD,GERBER,WO/ ADDED FLUORIDE.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usda
5fdc7bd8782aee73d65a82d2,"BABYFOOD,TROPICAL FRUIT MEDLEY",51,0,0,0,12,1,9,0,0,5,11,141,0,0,0,0,0,15,0,0,0,0,2,0,4,0,0,usda
5fdc7bd8782aee73d65a82d3,"BABYFOOD,DINNER,VEG&DUMPLINGS&BF,STR",48,2,0,0,7,0,0,14,0,6,28,46,49,0,0,0,2,0,0,0,0,0,7,0,21,0,0,usda
5fdc7bd8782aee73d65a82d4,"BABYFOOD,DINNER,VEG&DUMPLINGS&BF,JR",48,2,0,0,8,0,0,14,0,7,29,47,52,0,0,0,2,0,0,0,0,0,7,0,33,0,0,usda
5fdc7bd8782aee73d65a82d5,"BABYFOOD,DINNER,BF LASAGNA,TODD",77,4,0,2,10,0,0,18,0,11,40,122,41,0,0,0,8,1,0,0,1,0,6,0,58,0,0,usda
5fdc7bd8782aee73d65a82da,"BABYFOOD,MACARONI&CHS,TODD",82,3,1,2,11,0,0,102,0,9,81,18,112,0,0,0,6,0,0,0,0,0,3,0,19,0,0,usda
5fdc7bd8782aee73d65a82de,"BABYFOOD,DINNER,BF STEW,TODD",51,5,0,1,5,1,1,9,0,11,44,142,106,0,0,0,4,3,0,0,1,0,6,0,82,0,0,usda
5fdc7bd8782aee73d65a82df,"BABYFOOD,DINNER,VEG&BF,STR",77,2,0,3,8,1,2,17,0,10,33,145,31,0,0,0,2,0,0,0,0,0,3,0,246,0,0,usda
5fdc7bd8782aee73d65a82e0,"BABYFOOD,DINNER,VEG&BF,JR",77,2,1,3,8,1,2,17,0,10,33,145,31,0,0,0,2,0,0,0,0,0,3,0,246,0,0,usda
5fdc7bd8782aee73d65a82e1,"BABYFOOD,DINNER,BF W/VEG",96,2,2,6,6,1,2,19,0,15,24,127,38,0,0,0,2,0,0,0,0,0,11,0,222,0,0,usda
5fdc7bd8782aee73d65a82e2,"BABYFOOD,DINNER,VEG&BACON,STR",69,1,1,2,8,1,1,14,0,10,28,116,49,0,0,0,1,0,0,0,0,0,3,0,114,0,0,usda
5fdc7bd8782aee73d65a82e5,"BABYFOOD,DINNER,VEG&LAMB,STR",52,2,0,2,6,1,0,12,0,7,49,94,20,0,0,0,2,1,0,0,0,0,4,0,100,0,0,usda
5fdc7bd8782aee73d65a82e6,"BABYFOOD,DINNER,VEG&LAMB,JR",51,2,0,1,7,1,0,13,0,7,49,95,13,0,0,0,2,1,0,0,0,0,4,0,138,0,0,usda
5fdc7bd8782aee73d65a82e9,"BABYFOOD,DINNER,CHICK SOUP,STR",50,1,0,1,7,1,1,37,0,5,24,66,16,0,0,0,1,1,0,0,0,0,5,0,69,0,0,usda
5fdc7bd8782aee73d65a82ea,BABYFOOD  DINNER  CHICK STEW  TODD,78,5,1,3,6,0,1,36,0,10,51,92,25,0,0,0,5,1,0,0,1,0,1,0,52,0,0,usda
5fdc7bd8782aee73d65a82eb,"BABYFOOD,DINNER,VEG CHICK,STR",59,2,0,1,8,2,1,27,0,14,47,158,24,0,0,0,2,0,0,0,0,0,5,0,207,0,0,usda
5fdc7bd8782aee73d65a82f5,"BABYFOOD,DINNER,MACARONI&CHS,STR",67,3,1,2,8,0,1,66,0,8,86,67,119,0,0,0,3,0,0,0,0,0,5,0,15,0,0,usda
5fdc7bd8782aee73d65a82f6,"BABYFOOD,DINNER,MACARONI&CHS,JR",61,2,1,2,8,0,1,51,0,7,59,44,266,0,0,0,3,1,0,0,0,0,2,0,30,0,0,usda
5fdc7bd8782aee73d65a82f7,"BABYFOOD,VEG,GRN BNS,STR",27,1,0,0,6,2,1,39,0,20,41,146,7,0,0,0,0,0,0,0,0,0,24,0,18,0,0,usda
5fdc7bd8782aee73d65a82f8,"BABYFOOD,VEG,GRN BNS,JR",24,1,0,0,5,1,1,65,1,22,19,128,5,0,0,0,0,8,0,0,0,0,33,0,24,0,0,usda
5fdc7bd8782aee73d65a82f9,"BABYFOOD,GRN BNS,DICES,TODD",29,1,0,0,5,1,1,27,0,19,22,116,37,0,0,0,0,1,0,0,0,0,32,0,24,0,0,usda
5fdc7bd8782aee73d65a82fe,"BABYFOOD,VEG,SQUASH,STR",28,0,0,0,5,0,3,24,0,14,21,185,5,0,0,0,0,0,0,0,0,0,8,0,85,0,0,usda
5fdc7bd8782aee73d65a82ff,"BABYFOOD,VEG,SQUASH,JR",24,0,0,0,5,0,3,24,0,14,21,185,5,0,0,0,0,0,0,0,0,0,8,0,85,0,0,usda
5fdc7bd8782aee73d65a8305,"BABYFOOD,FRUIT,APPLSAUC,STR",41,0,0,0,10,1,9,4,0,3,7,71,0,0,0,0,0,38,0,0,0,0,2,0,1,0,0,usda
5fdc7bd8782aee73d65a8306,"BABYFOOD,FRUIT,APPLSAUC,JR",37,0,0,0,10,1,8,5,0,3,6,77,1,0,0,0,0,37,0,0,0,0,2,0,0,0,0,usda
5fdc7bd8782aee73d65a830f,"BABYFOOD,FRUIT,PEACHES,STR",65,0,0,0,14,1,11,4,0,7,15,195,4,0,0,0,0,46,0,0,1,0,21,0,34,1,0,usda
5fdc7bd8782aee73d65a8310,"BABYFOOD,FRUIT,PEACHES,JR",65,0,0,0,14,1,11,4,0,7,15,195,4,0,0,0,0,46,0,0,1,0,21,0,34,1,0,usda
5fdc7bd8782aee73d65a8317,"BABYFOOD,PRUNES,WO/VIT C,STR",100,1,0,0,23,2,14,21,0,17,30,306,1,0,0,0,0,1,0,0,0,0,1,0,3,0,0,usda
5fdc7bd8782aee73d65a831f,"BABYFOOD,FRUIT,APPLSAUC&PNAPPL,STR",37,0,0,0,10,1,0,4,0,3,6,78,2,0,0,0,0,28,0,0,0,0,2,0,0,0,0,usda
5fdc7bd8782aee73d65a8320,"BABYFOOD,FRUIT,APPLSAUC&PNAPPL,JR",39,0,0,0,10,1,0,4,0,4,6,76,2,0,0,0,0,26,0,0,0,0,2,0,1,0,0,usda
5fdc7bd8782aee73d65a8321,"BABYFOOD,FRUIT,APPL & RASPBERRY,STR",58,0,0,0,15,2,12,5,0,4,8,80,0,0,0,0,0,26,0,0,0,0,1,0,1,0,0,usda
5fdc7bd8782aee73d65a8322,"BABYFOOD,FRUIT,APPL & RASPBERRY,JR",58,0,0,0,15,2,12,5,0,4,8,72,0,0,0,0,0,28,0,0,0,0,1,0,2,0,0,usda
5fdc7bd8782aee73d65a8329,"BABYFOOD,PEACHES,DICES,TODD",51,0,0,0,11,0,9,6,0,8,17,83,9,0,0,0,0,31,0,0,0,0,5,0,7,0,0,usda
5fdc7bd8782aee73d65a8333,"BABYFOOD,JUC,APPL&PRUNE",72,0,0,0,18,0,10,9,0,7,15,148,8,0,0,0,0,67,0,0,0,0,0,0,1,0,0,usda
5fdc7bd8782aee73d65a8334,"BABYFOOD,JUICE,ORANGE",45,0,0,0,10,0,8,12,0,9,11,184,0,0,0,0,0,62,0,0,0,0,26,0,3,0,0,usda
5fdc7bd8782aee73d65a8335,"BABYFOOD,JUC,ORANGE&APPL",43,0,0,0,10,0,0,10,0,5,7,138,3,0,0,0,0,76,0,0,0,0,12,0,4,0,0,usda
5fdc7bd8782aee73d65a8339,"BABYFOOD,JUC,ORANGE&PNAPPL",48,0,0,0,11,0,0,8,0,9,9,141,2,0,0,0,0,53,0,0,0,0,19,0,2,0,0,usda
5fdc7bd8782aee73d65a833a,"BABYFOOD,JUC,PRUNE&ORANGE",70,0,0,0,16,0,0,12,0,8,10,181,2,0,0,0,0,63,0,0,0,0,13,0,7,0,0,usda
5fdc7bd8782aee73d65a833b,"BABYFOOD,JUC,MXD FRUIT",47,0,0,0,11,0,8,8,0,5,5,101,8,0,0,0,0,63,0,0,0,0,7,0,2,0,0,usda
5fdc7bd8782aee73d65a833e,"BABYFOOD,CRL,MXD,DRY FORT",399,6,0,6,78,6,26,800,30,100,333,467,33,10,0,0,25,58,1,1,15,1,35,5,0,4,0,usda
5fdc7bd8782aee73d65a8342,"BABYFOOD,CRL,OATMEAL,DRY FORT",394,10,0,6,73,7,11,1160,64,110,506,549,21,12,0,3,23,0,1,1,21,0,35,4,0,12,12,usda
5fdc7bd8782aee73d65a8346,"BABYFOOD,CRL,OATMEAL,W/HONEY,DRY",391,13,0,7,69,0,0,1154,67,146,733,259,47,3,0,0,36,0,2,2,36,0,35,0,1,0,0,usda
5fdc7bd8782aee73d65a834d,"BABYFOOD,OATMEAL CRL W/ FRUIT,DRY,INST,TODD FORT",402,10,1,7,74,7,11,286,14,107,429,346,0,5,0,2,20,2,0,0,9,0,35,0,4,2,0,usda
5fdc7bd8782aee73d65a834f,"BABYFOOD,CRACKERS,VEG",477,8,1,19,66,4,13,41,4,37,198,245,571,0,0,0,13,50,0,0,4,0,16,0,179,8,0,usda
5fdc7bd8782aee73d65a8350,"BABYFOOD,CRL,HI PROT,W/APPL&ORANGE,DRY",374,25,0,6,57,7,0,751,47,159,539,1330,104,2,0,0,28,3,3,4,23,0,190,0,3,0,0,usda
5fdc7bd8782aee73d65a8354,"BABYFOOD,PRETZELS",397,10,0,2,82,2,3,25,3,28,110,137,269,0,0,0,7,3,0,0,3,0,20,0,0,0,0,usda
5fdc7bd8782aee73d65a8355,"BABYFOOD,TEETHING BISCUITS",392,10,1,4,76,1,12,263,3,35,164,323,285,0,0,0,23,9,0,0,4,0,20,0,28,1,0,usda
5fdc7bd8782aee73d65a8356,ZWIEBACK,426,10,2,9,74,2,12,20,0,14,55,305,227,0,0,0,28,5,0,0,1,0,20,0,16,2,0,usda
5fdc7bd8782aee73d65a8357,"BABYFOOD,DSSRT,DUTCH APPL,STR",75,0,0,0,19,1,17,5,0,2,3,33,0,0,0,0,0,21,0,0,0,0,1,0,2,0,0,usda
5fdc7bd8782aee73d65a8358,"BABYFOOD,DSSRT,DUTCH APPL,JR",79,0,0,0,19,1,17,3,0,4,7,67,3,0,0,0,0,18,0,0,0,0,0,0,1,0,0,usda
5fdc7bd8782aee73d65a8359,"BABYFOOD,CHERRY COBBLER,JR",78,0,0,0,19,0,10,5,0,2,6,45,0,0,0,0,0,9,0,0,0,0,2,0,2,0,0,usda
5fdc7bd8782aee73d65a835a,"BABYFOOD,DSSRT,CHERRY VANILLA PUDD,STR",68,0,0,0,17,0,9,5,0,2,7,34,0,0,0,0,0,1,0,0,0,0,0,0,18,0,0,usda
5fdc7bd8782aee73d65a835b,"BABYFOOD,DSSRT,CHERRY VANILLA PUDD,JR",69,0,0,0,18,0,16,5,0,2,7,33,0,0,0,0,0,1,0,0,0,0,0,0,18,0,0,usda
5fdc7bd8782aee73d65a835c,"BABYFOOD,DSSRT,FRUIT PUDD,ORANGE,STR",80,1,0,0,17,0,0,32,0,5,28,86,20,0,0,0,0,9,0,0,0,0,8,0,6,0,0,usda
5fdc7bd8782aee73d65a8361,"BABYFOOD,DSSRT,FRUIT PUDD,PNAPPL,STR",81,1,0,0,20,0,10,31,0,9,31,81,0,0,0,0,1,27,0,0,0,0,5,0,11,0,0,usda
5fdc7bd8782aee73d65a8362,"BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,STR",59,0,0,0,16,0,12,9,0,5,7,94,0,0,0,0,0,2,0,0,0,0,3,0,7,0,0,usda
5fdc7bd8782aee73d65a8363,"BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,JR",63,0,0,0,17,0,12,9,0,5,8,95,0,0,0,0,0,3,0,0,0,0,4,0,7,0,0,usda
5fdc7bd8782aee73d65a8364,"BABYFOOD,DSSRT,TROPICAL FRUIT,JR",60,0,0,0,16,0,0,10,0,5,8,58,7,0,0,0,0,18,0,0,0,0,3,0,1,0,0,usda
5fdc7bd8782aee73d65a8365,"BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,STR",85,1,1,2,16,0,11,55,0,5,45,66,0,0,0,0,2,0,0,0,0,0,6,0,18,0,0,usda
5fdc7bd8782aee73d65a8366,"BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,JR",86,1,0,0,17,0,12,54,0,5,55,68,26,0,0,0,2,0,0,0,0,0,6,0,13,0,0,usda
5fdc7bd8782aee73d65a8368,"BABYFOOD,JUC,FRUIT PUNCH,W/CA",52,0,0,0,12,0,10,64,0,7,11,86,4,0,0,0,0,21,0,0,0,0,1,0,0,0,0,usda
5fdc7bd8782aee73d65a8369,"BABYFOOD,JUC,APPL&CHERRY",41,0,0,0,9,0,8,5,0,3,6,98,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,usda
5fdc7bd8782aee73d65a836a,"BABYFOOD,JUC,APPL,W/CA",46,0,0,0,11,0,9,127,0,6,8,92,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,usda
5fdc7bd8782aee73d65a836b,"BABYFOOD,DINNER,VEG&CHICK,JR",53,2,0,1,8,1,1,27,0,8,32,83,34,0,0,0,2,0,0,0,0,0,3,0,131,0,0,usda
